,datetime,open,high,low,close,volume,returns,class
2017-10-01 11:00:00,1506816000.0,4378.49,4406.52,4240.04,4378.48,726.963685,-6.851645879657475e-06,0
2017-10-02 11:00:00,1506902400.0,4400.0,4561.63,4360.0,4380.0,655.756974,0.0003471524364619949,0
2017-10-03 11:00:00,1506988800.0,4380.0,4467.33,4180.8,4310.0,1082.323563,-0.01598173515981738,0
2017-10-04 11:00:00,1507075200.0,4314.9,4373.0,4142.0,4208.59,868.465101,-0.02352900232018562,0
2017-10-05 11:00:00,1507161600.0,4208.59,4355.0,4110.0,4292.43,779.138638,0.019921161244027097,0
2017-10-06 11:00:00,1507248000.0,4318.99,4417.0,4292.0,4369.0,506.529176,0.017838380590947223,0
2017-10-07 11:00:00,1507334400.0,4369.0,4479.5,4312.56,4423.0,297.5975,0.012359807736324058,0
2017-10-08 11:00:00,1507420800.0,4425.0,4658.0,4425.0,4640.0,518.462004,0.04906172281257071,0
2017-10-09 11:00:00,1507507200.0,4640.0,4889.98,4550.0,4786.95,646.463145,0.03167025862068962,0
2017-10-10 11:00:00,1507593600.0,4786.95,4960.0,4680.59,4783.06,1043.221773,-0.0008126259935865576,0
2017-10-11 11:00:00,1507680000.0,4783.06,4881.61,4710.0,4821.43,753.429396,0.008022061190952945,0
2017-10-12 11:00:00,1507766400.0,4821.43,5439.99,4810.16,5430.0,1276.701482,0.1262218885268478,1
2017-10-13 11:00:00,1507852800.0,5439.99,5846.17,5379.84,5649.98,1879.82762,0.04051197053406996,0
2017-10-14 11:00:00,1507939200.0,5650.0,5900.0,5580.01,5869.99,970.759046,0.038939960849418975,0
2017-10-15 11:00:00,1508025600.0,5855.03,5922.3,5400.01,5709.99,1343.523375,-0.027257286639329914,0
2017-10-16 11:00:00,1508112000.0,5710.0,5788.91,5585.19,5760.02,1528.996462,0.008761836710747373,0
2017-10-17 11:00:00,1508198400.0,5760.0,5774.98,5508.63,5595.0,1429.869376,-0.028649206079145673,0
2017-10-18 11:00:00,1508284800.0,5595.0,5596.0,5037.95,5512.06,2317.804373,-0.014823949955317217,0
2017-10-19 11:00:00,1508371200.0,5513.0,5710.0,5490.26,5683.9,1881.722107,0.031175277482465624,0
2017-10-20 11:00:00,1508457600.0,5683.31,6110.0,5600.0,6010.01,1972.97722,0.05737433804254133,0
2017-10-21 11:00:00,1508544000.0,6013.72,6171.0,5850.03,6024.97,1664.307693,0.0024891805504483333,0
2017-10-22 11:00:00,1508630400.0,6003.27,6060.0,5720.03,5950.02,1362.092216,-0.012439895966286918,0
2017-10-23 11:00:00,1508716800.0,5975.0,6080.0,5621.03,5915.93,1812.557715,-0.0057293925062437134,0
2017-10-24 11:00:00,1508803200.0,5909.47,5925.0,5450.0,5477.03,2580.418767,-0.07418951880769387,0
2017-10-25 11:00:00,1508889600.0,5506.92,5704.96,5286.98,5689.99,2282.813205,0.038882386987108,0
2017-10-26 11:00:00,1508976000.0,5670.1,5939.99,5650.0,5861.77,1972.965882,0.030189859736133196,0
2017-10-27 11:00:00,1509062400.0,5861.77,5980.0,5649.24,5768.83,1403.706416,-0.01585527920747498,0
2017-10-28 11:00:00,1509148800.0,5768.79,5850.02,5630.03,5719.64,1276.754412,-0.00852685899913841,0
2017-10-29 11:00:00,1509235200.0,5709.98,6189.88,5648.01,6169.98,1804.778173,0.07873572462602518,0
2017-10-30 11:00:00,1509321600.0,6133.01,6248.68,6030.0,6120.5,1473.687043,-0.008019474941571847,0
2017-10-31 11:00:00,1509408000.0,6120.52,6498.01,6100.0,6463.0,1511.774925,0.05595948043460508,0
2017-11-01 11:00:00,1509494400.0,6463.0,6774.67,6338.02,6753.98,1675.615188,0.04502243540151629,0
2017-11-02 11:00:00,1509580800.0,6753.98,7300.0,6685.1,7019.98,2503.610803,0.039384185324801146,0
2017-11-03 11:00:00,1509667200.0,7010.31,7346.34,6923.0,7115.04,1891.497592,0.013541349120652857,0
2017-11-04 11:00:00,1509753600.0,7115.02,7480.99,6901.0,7357.09,1399.191767,0.03401948548426992,0
2017-11-05 11:00:00,1509840000.0,7357.27,7590.25,7279.02,7345.01,1207.83233,-0.001641953544132213,0
2017-11-06 11:00:00,1509926400.0,7345.1,7401.0,6906.0,6960.12,1763.019261,-0.05240156242129013,0
2017-11-07 11:00:00,1510012800.0,6981.72,7198.49,6901.0,7064.04,1440.259494,0.014930777055568,0
2017-11-08 11:00:00,1510099200.0,7070.0,7770.02,6651.0,7303.0,2822.298802,0.03382766801999981,0
2017-11-09 11:00:00,1510185600.0,7303.01,7392.0,7015.0,7079.99,1913.398308,-0.030536765712720793,0
2017-11-10 11:00:00,1510272000.0,7079.0,7279.91,6255.01,6506.98,3254.704105,-0.08093373013238725,0
2017-11-11 11:00:00,1510358400.0,6503.0,6797.98,6100.0,6245.05,2754.156861,-0.0402536967994368,0
2017-11-12 11:00:00,1510444800.0,6245.05,6630.0,5325.01,5811.03,4968.483069,-0.06949824260814574,0
2017-11-13 11:00:00,1510531200.0,5839.94,6697.47,5699.99,6465.99,2621.243039,0.11270979499331446,1
2017-11-14 11:00:00,1510617600.0,6465.99,6684.98,6311.07,6574.99,1254.292531,0.01685743405108875,0
2017-11-15 11:00:00,1510704000.0,6575.99,7298.0,6575.99,7240.06,1779.605845,0.10115148464104129,1
2017-11-16 11:00:00,1510790400.0,7240.14,7940.0,7076.0,7864.5,2331.95675,0.08624790402289473,0
2017-11-17 11:00:00,1510876800.0,7876.98,7989.0,7451.0,7699.19,3982.395925,-0.02101977239493935,0
2017-11-18 11:00:00,1510963200.0,7680.01,7819.99,7422.0,7761.94,3954.266477,0.008150208008894433,0
2017-11-19 11:00:00,1511049600.0,7761.94,8123.15,7650.33,8038.0,3867.340444,0.03556585080534003,0
2017-11-20 11:00:00,1511136000.0,8057.11,8319.99,7954.0,8212.0,3886.634348,0.02164717591440657,0
2017-11-21 11:00:00,1511222400.0,8212.49,8400.0,7801.0,8119.51,4544.474016,-0.011262786166585492,0
2017-11-22 11:00:00,1511308800.0,8091.09,8322.68,8091.09,8205.92,3545.00571,0.010642267821580287,0
2017-11-23 11:00:00,1511395200.0,8233.03,8260.0,8000.0,8019.99,4093.952687,-0.02265803224988794,0
2017-11-24 11:00:00,1511481600.0,8019.97,8369.0,7850.0,8138.0,4411.789112,0.014714482187633715,0
2017-11-25 11:00:00,1511568000.0,8138.99,8734.78,8090.0,8700.01,4292.623682,0.06905996559351202,0
2017-11-26 11:00:00,1511654400.0,8700.04,9350.0,8604.72,9128.02,4147.380237,0.04919649517644231,0
2017-11-27 11:00:00,1511740800.0,9128.0,9654.28,9112.04,9650.0,4521.625707,0.057184361997453914,0
2017-11-28 11:00:00,1511827200.0,9650.0,9939.0,9570.5,9896.8,4917.210985,0.025575129533678576,0
2017-11-29 11:00:00,1511913600.0,9896.79,11300.03,8520.0,9687.88,13352.538715,-0.02110985369008167,0
2017-11-30 11:00:00,1512000000.0,9687.88,10900.0,8850.8,9838.96,9389.574329,0.01559474312233422,0
2017-12-01 11:00:00,1512086400.0,9837.0,10898.0,9380.0,10782.99,6134.923633,0.09594814899135695,0
2017-12-02 11:00:00,1512172800.0,10775.04,11190.0,10620.0,10890.01,4765.439757,0.009924890962525357,0
2017-12-03 11:00:00,1512259200.0,10902.69,11825.0,10500.0,11165.41,5346.636524,0.025289232975910902,0
2017-12-04 11:00:00,1512345600.0,11165.41,11600.0,10802.0,11579.0,4663.424562,0.037042079063823063,0
2017-12-05 11:00:00,1512432000.0,11571.03,11853.0,11447.68,11699.99,5550.732055,0.010449088867777956,0
2017-12-06 11:00:00,1512518400.0,11699.99,13615.23,11665.58,13550.05,6707.946319,0.1581249214742919,1
2017-12-07 11:00:00,1512604800.0,13541.01,16649.96,13050.0,16599.0,7487.065695,0.22501392983789725,1
2017-12-08 11:00:00,1512691200.0,16599.0,17204.99,14015.0,15880.0,17589.013136,-0.043315862401349436,0
2017-12-09 11:00:00,1512777600.0,15880.01,16269.3,12535.0,14656.07,13918.758687,-0.07707367758186401,0
2017-12-10 11:00:00,1512864000.0,14664.01,15720.12,12368.0,14899.98,16553.037173,0.016642251299290978,0
2017-12-11 11:00:00,1512950400.0,14946.26,17470.0,14901.08,16587.97,11820.401762,0.113288071527613,1
2017-12-12 11:00:00,1513036800.0,16587.97,16976.45,15875.0,16349.99,9436.802411,-0.014346541499653198,0
2017-12-13 11:00:00,1513123200.0,16349.99,16546.0,14666.56,16033.29,12416.328801,-0.019370042428160428,0
2017-12-14 11:00:00,1513209600.0,16030.34,16445.0,15450.0,16334.98,11616.867151,0.018816474971761865,0
2017-12-15 11:00:00,1513296000.0,16334.98,17991.0,16298.45,17539.83,9181.273947,0.0737588904302302,0
2017-12-16 11:00:00,1513382400.0,17516.81,19539.0,17190.01,19102.66,4202.628709,0.08910177578688039,0
2017-12-17 11:00:00,1513468800.0,19120.19,19798.68,18510.0,18860.02,9177.183434,-0.012701895966320875,0
2017-12-18 11:00:00,1513555200.0,18860.04,19300.0,17029.98,18856.25,10624.633071,-0.00019989374348494682,0
2017-12-19 11:00:00,1513641600.0,18856.25,18950.0,16300.0,17295.2,13210.74822,-0.08278687437852172,0
2017-12-20 11:00:00,1513728000.0,17295.2,17720.35,14777.66,16488.98,13450.496693,-0.04661524584855925,0
2017-12-21 11:00:00,1513814400.0,16480.52,17309.5,14022.0,15492.64,20324.2173,-0.06042459873200168,0
2017-12-22 11:00:00,1513900800.0,15514.03,15699.34,10961.0,13326.61,36076.271175,-0.13981025829038818,-1
2017-12-23 11:00:00,1513987200.0,13326.61,14950.0,12978.18,13300.0,13141.538875,-0.001996756864649063,0
2017-12-24 11:00:00,1514073600.0,13300.0,13819.99,11640.0,13500.0,28557.534988,0.015037593984962516,0
2017-12-25 11:00:00,1514160000.0,13500.0,14300.0,12708.0,13699.34,15748.207607,0.014765925925925849,0
2017-12-26 11:00:00,1514246400.0,13699.34,16050.0,13533.0,15689.01,15034.668104,0.1452383837469542,1
2017-12-27 11:00:00,1514332800.0,15709.98,16498.05,14200.15,15459.99,14959.864723,-0.014597479382064238,0
2017-12-28 11:00:00,1514419200.0,15459.97,15539.99,13150.0,14182.11,21717.858014,-0.08265723328410945,0
2017-12-29 11:00:00,1514505600.0,14199.14,14981.0,13850.0,14378.9,18072.008116,0.013875932424723736,0
2017-12-30 11:00:00,1514592000.0,14378.99,14398.85,11750.0,12440.01,19221.158039,-0.13484272093136462,-1
2017-12-31 11:00:00,1514678400.0,12345.1,14050.11,12149.98,13716.36,11768.989718,0.1026003998389069,1
2018-01-01 11:00:00,1514764800.0,13715.65,13818.55,12750.0,13380.0,8609.915844,-0.024522540965678963,0
2018-01-02 11:00:00,1514851200.0,13382.16,15473.49,12890.02,14675.11,20078.092111,0.09679446935724978,0
2018-01-03 11:00:00,1514937600.0,14690.0,15307.56,14150.0,14919.51,15905.667639,0.01665404893046807,0
2018-01-04 11:00:00,1515024000.0,14919.51,15280.0,13918.04,15059.54,21329.649574,0.009385696983345904,0
2018-01-05 11:00:00,1515110400.0,15059.56,17176.24,14600.0,16960.39,23251.491125,0.1262223148914241,1
2018-01-06 11:00:00,1515196800.0,16960.39,17143.13,16011.21,17069.79,18571.457508,0.0064503233711017405,0
2018-01-07 11:00:00,1515283200.0,17069.79,17099.96,15610.0,16150.03,12493.125558,-0.05388232661327408,0
2018-01-08 11:00:00,1515369600.0,16218.85,16322.3,12812.0,14902.54,26600.609912,-0.0772438193613263,0
2018-01-09 11:00:00,1515456000.0,14902.54,15500.0,14011.05,14400.0,14315.004253,-0.03372176823548201,0
2018-01-10 11:00:00,1515542400.0,14401.0,14955.66,13131.31,14907.09,17411.001655,0.03521458333333327,0
2018-01-11 11:00:00,1515628800.0,14940.0,14968.68,11400.0,13238.78,33554.723751,-0.11191386112245916,-1
2018-01-12 11:00:00,1515715200.0,13238.76,14109.78,12500.0,13740.01,16417.162137,0.03786073943369406,0
2018-01-13 11:00:00,1515801600.0,13749.95,14580.0,13706.15,14210.0,12221.508528,0.034205943081555334,0
2018-01-14 11:00:00,1515888000.0,14210.0,14339.5,12569.2,13474.99,17017.894329,-0.05172484166080227,0
2018-01-15 11:00:00,1515974400.0,13477.98,14249.99,13147.79,13539.93,14652.094705,0.004819298567197539,0
2018-01-16 11:00:00,1516060800.0,13500.0,13542.93,9035.0,10900.0,63401.169175,-0.19497368154783667,-1
2018-01-17 11:00:00,1516147200.0,10899.99,11680.99,9037.94,10988.79,72331.796646,0.0081458715596332,0
2018-01-18 11:00:00,1516233600.0,10972.59,11878.82,10435.33,10961.97,48464.434937,-0.0024406690818553622,0
2018-01-19 11:00:00,1516320000.0,10960.0,11795.0,10360.0,11474.98,34129.375421,0.046799069875214094,0
2018-01-20 11:00:00,1516406400.0,11474.98,13099.0,11412.45,12799.94,28768.857827,0.115465124993682,1
2018-01-21 11:00:00,1516492800.0,12799.8,12799.8,10965.0,11530.0,41379.773426,-0.09921452756809801,0
2018-01-22 11:00:00,1516579200.0,11530.0,11926.35,9900.24,10760.05,43752.606791,-0.06677797051170864,0
2018-01-23 11:00:00,1516665600.0,10760.05,11399.0,9905.0,10799.18,37473.922552,0.0036366002016721133,0
2018-01-24 11:00:00,1516752000.0,10799.14,11570.48,10500.0,11349.99,27158.587762,0.05100479851247952,0
2018-01-25 11:00:00,1516838400.0,11349.96,11794.05,10950.21,11175.27,20839.954183,-0.015393846161978919,0
2018-01-26 11:00:00,1516924800.0,11184.7,11643.0,10311.15,11089.0,33056.87196,-0.007719723997720029,0
2018-01-27 11:00:00,1517011200.0,11089.0,11650.0,10842.69,11491.0,18860.768345,0.03625214176210667,0
2018-01-28 11:00:00,1517097600.0,11499.98,12244.0,11408.0,11879.95,16887.339524,0.0338482290488209,0
2018-01-29 11:00:00,1517184000.0,11879.95,11975.02,11139.55,11251.0,14170.377538,-0.05294214201238223,0
2018-01-30 11:00:00,1517270400.0,11250.11,11308.42,9900.0,10237.51,25554.372946,-0.09007999288952095,0
2018-01-31 11:00:00,1517356800.0,10230.0,10425.85,9700.0,10285.1,18015.956805,0.004648591307847338,0
2018-02-01 11:00:00,1517443200.0,10285.1,10335.0,8750.99,9224.52,33564.764311,-0.1031181028867002,-1
2018-02-02 11:00:00,1517529600.0,9224.52,9250.0,8010.02,8873.03,49971.626975,-0.03810387965986306,0
2018-02-03 11:00:00,1517616000.0,8873.03,9473.01,8229.0,9199.96,28725.000735,0.03684536173099806,0
2018-02-04 11:00:00,1517702400.0,9199.96,9368.0,7930.0,8184.81,32014.308449,-0.11034287105596097,-1
2018-02-05 11:00:00,1517788800.0,8179.99,8382.8,6625.0,6939.99,63403.182579,-0.15208905276970397,-1
2018-02-06 11:00:00,1517875200.0,6939.63,7878.0,6000.01,7652.14,100201.500307,0.10261542163605442,1
2018-02-07 11:00:00,1517961600.0,7655.02,8476.0,7150.01,7599.0,60778.460497,-0.006944462594777434,0
2018-02-08 11:00:00,1518048000.0,7599.0,7844.0,7572.09,7784.02,1521.537318,0.02434794051848943,0
2018-02-09 11:00:00,1518134400.0,7789.9,8738.0,7789.9,8683.92,20482.910825,0.11560864437655605,1
2018-02-10 11:00:00,1518220800.0,8683.93,9065.78,8120.0,8533.98,49381.512653,-0.01726639582124212,0
2018-02-11 11:00:00,1518307200.0,8533.99,8549.0,7726.53,8063.88,45025.187952,-0.05508566928912417,0
2018-02-12 11:00:00,1518393600.0,8063.82,8989.0,8053.0,8903.0,41987.85049,0.10405908818087561,1
2018-02-13 11:00:00,1518480000.0,8903.0,8950.0,8351.0,8539.9,35454.972956,-0.040784005391441114,0
2018-02-14 11:00:00,1518566400.0,8535.17,9489.6,8533.0,9449.99,40811.952867,0.1065691635733439,1
2018-02-15 11:00:00,1518652800.0,9449.98,10219.5,9301.5,10000.09,52427.596715,0.05821170181132462,0
2018-02-16 11:00:00,1518739200.0,10000.89,10323.37,9666.0,10159.98,38161.205974,0.01598885610029499,0
2018-02-17 11:00:00,1518825600.0,10156.07,11075.07,10050.0,11039.55,41882.108407,0.08657202081106452,0
2018-02-18 11:00:00,1518912000.0,11039.55,11274.0,10080.0,10383.43,61137.380728,-0.05943358198477289,0
2018-02-19 11:00:00,1518998400.0,10375.01,11250.0,10270.33,11153.0,40831.417131,0.07411520085366785,0
2018-02-20 11:00:00,1519084800.0,11147.11,11786.01,11100.59,11200.99,48153.354288,0.004302878149376799,0
2018-02-21 11:00:00,1519171200.0,11195.07,11304.03,10200.0,10437.6,68113.818754,-0.0681537971197188,0
2018-02-22 11:00:00,1519257600.0,10439.02,10933.44,9679.0,9811.04,67060.166483,-0.06002912546945649,0
2018-02-23 11:00:00,1519344000.0,9815.55,10435.0,9570.19,10131.04,57202.70237,0.03261631794386721,0
2018-02-24 11:00:00,1519430400.0,10131.04,10496.97,9352.0,9694.51,40888.156299,-0.043088369999526255,0
2018-02-25 11:00:00,1519516800.0,9694.51,9847.0,9274.8,9590.0,28373.517586,-0.010780328247637083,0
2018-02-26 11:00:00,1519603200.0,9590.0,10444.32,9350.0,10324.0,34878.292756,0.07653806047966638,0
2018-02-27 11:00:00,1519689600.0,10321.0,10870.0,10121.0,10569.04,30705.385123,0.02373498643936478,0
2018-02-28 11:00:00,1519776000.0,10584.33,11098.0,10300.0,10326.76,30800.983782,-0.022923557863344324,0
2018-03-01 11:00:00,1519862400.0,10325.64,11060.41,10240.0,10920.0,25092.55393,0.05744686620004713,0
2018-03-02 11:00:00,1519948800.0,10923.36,11200.0,10770.0,11039.0,23910.71009,0.010897435897435859,0
2018-03-03 11:00:00,1520035200.0,11038.99,11544.0,11015.01,11464.48,21287.15328,0.03854334631760126,0
2018-03-04 11:00:00,1520121600.0,11464.47,11565.0,11050.02,11515.0,17295.918653,0.004406654292213874,0
2018-03-05 11:00:00,1520208000.0,11515.0,11710.0,11415.01,11454.0,15144.231063,-0.005297438124185816,0
2018-03-06 11:00:00,1520294400.0,11455.0,11455.0,10555.48,10716.48,29515.572363,-0.06438973284442118,0
2018-03-07 11:00:00,1520380800.0,10716.48,10899.0,9389.31,9910.0,50647.67108,-0.07525605422676096,0
2018-03-08 11:00:00,1520467200.0,9910.0,10099.0,9060.0,9271.64,41109.473226,-0.06441574167507569,0
2018-03-09 11:00:00,1520553600.0,9267.07,9410.0,8329.0,9227.0,64112.291407,-0.004814682192147202,0
2018-03-10 11:00:00,1520640000.0,9230.0,9490.0,8667.07,8770.22,37180.012857,-0.049504714425056995,0
2018-03-11 11:00:00,1520726400.0,8770.22,9740.0,8450.0,9533.57,44325.973386,0.08703886561568597,0
2018-03-12 11:00:00,1520812800.0,9533.57,9888.88,8780.0,9131.34,42230.77793,-0.04219091064522518,0
2018-03-13 11:00:00,1520899200.0,9131.34,9474.0,8823.0,9150.0,40191.409358,0.002043511686127042,0
2018-03-14 11:00:00,1520985600.0,9151.92,9333.78,7900.28,8170.0,49708.094108,-0.10710382513661199,-1
2018-03-15 11:00:00,1521072000.0,8184.01,8430.0,7650.0,8240.98,52291.022277,0.00868788249694008,0
2018-03-16 11:00:00,1521158400.0,8240.98,8611.64,7900.0,8260.0,38815.409893,0.0023079779346630858,0
2018-03-17 11:00:00,1521244800.0,8260.0,8348.62,7721.99,7824.8,33110.206329,-0.052687651331719154,0
2018-03-18 11:00:00,1521331200.0,7824.01,8317.4,7322.0,8189.99,59488.231711,0.04667084142725697,0
2018-03-19 11:00:00,1521417600.0,8189.0,8705.23,8088.4,8600.0,55297.084942,0.05006233218843992,0
2018-03-20 11:00:00,1521504000.0,8595.01,9050.0,8280.0,8909.98,44865.105835,0.036044186046511495,0
2018-03-21 11:00:00,1521590400.0,8909.96,9177.01,8750.6,8885.0,39972.405371,-0.0028035977634067732,0
2018-03-22 11:00:00,1521676800.0,8884.82,9100.0,8465.1,8722.9,40617.556809,-0.01824423185143509,0
2018-03-23 11:00:00,1521763200.0,8720.0,8909.0,8269.0,8898.03,39991.007666,0.020077038599548347,0
2018-03-24 11:00:00,1521849600.0,8898.04,8999.95,8491.0,8546.86,35466.609572,-0.03946603911202817,0
2018-03-25 11:00:00,1521936000.0,8531.25,8669.85,8365.77,8470.15,29001.769316,-0.008975225989427793,0
2018-03-26 11:00:00,1522022400.0,8470.14,8514.89,7831.0,8134.23,44033.59566,-0.039659274038830516,0
2018-03-27 11:00:00,1522108800.0,8134.22,8215.94,7730.0,7795.51,37427.64805,-0.041641310855483504,0
2018-03-28 11:00:00,1522195200.0,7795.51,8109.0,7728.0,7949.3,26401.33167,0.01972802292601772,0
2018-03-29 11:00:00,1522281600.0,7949.3,7975.0,6941.11,7090.14,54620.915125,-0.10807995672574944,-1
2018-03-30 11:00:00,1522368000.0,7090.16,7292.43,6600.1,6840.23,65306.031976,-0.03524754095123661,0
2018-03-31 11:00:00,1522454400.0,6840.24,7223.36,6777.0,6923.91,36868.539087,0.012233506768047242,0
2018-04-01 10:00:00,1522540800.0,6922.0,7049.98,6430.0,6813.01,44071.430463,-0.016016961514519923,0
2018-04-02 10:00:00,1522627200.0,6813.01,7125.0,6765.0,7056.0,32123.560072,0.035665586869827015,0
2018-04-03 10:00:00,1522713600.0,7063.97,7520.0,7011.01,7405.21,37787.331811,0.04949121315192739,0
2018-04-04 10:00:00,1522800000.0,7405.21,7427.52,6707.0,6796.1,42227.183804,-0.08225425072347703,0
2018-04-05 10:00:00,1522886400.0,6796.1,6902.0,6566.69,6770.76,39029.73146,-0.0037286090551934548,0
2018-04-06 10:00:00,1522972800.0,6770.0,6850.0,6500.0,6601.39,27455.01192,-0.02501491708464043,0
2018-04-07 10:00:00,1523059200.0,6601.39,7070.0,6586.28,6895.8,32269.578267,0.0445981831099207,0
2018-04-08 10:00:00,1523145600.0,6895.81,7109.13,6880.0,7018.0,21427.673165,0.01772093158154231,0
2018-04-09 10:00:00,1523232000.0,7011.04,7185.0,6611.0,6782.72,34078.297206,-0.03352522086064402,0
2018-04-10 10:00:00,1523318400.0,6781.55,6890.0,6656.0,6843.9,22326.728095,0.009019980184940435,0
2018-04-11 10:00:00,1523404800.0,6839.56,6990.0,6787.0,6953.79,23997.871177,0.016056634375136936,0
2018-04-12 10:00:00,1523491200.0,6953.78,8012.23,6743.2,7923.0,64861.595987,0.1393786697613819,1
2018-04-13 10:00:00,1523577600.0,7922.99,8233.39,7732.0,7877.41,55044.523148,-0.005754133535277095,0
2018-04-14 10:00:00,1523664000.0,7877.48,8186.0,7810.0,7999.01,31621.286357,0.015436545768215737,0
2018-04-15 10:00:00,1523750400.0,8004.0,8429.54,7999.02,8355.0,27946.720444,0.044504257401853486,0
2018-04-16 10:00:00,1523836800.0,8355.07,8419.0,7867.0,8064.92,36664.069715,-0.034719329742669,0
2018-04-17 10:00:00,1523923200.0,8064.92,8173.7,7825.4,7885.02,32152.603567,-0.022306482891336743,0
